"latitude","longitude"
50.7339754,4.5829989
50.7140548,4.6106972
50.7175432,4.5836585
50.7145068,4.6153377
50.6697475,4.6129183
50.6705664,4.6155607
50.7148824,4.6098169
50.7119854,4.6127281
50.6696760,4.6143650
50.7201718,4.3975062
50.8396062,4.4642065
48.7928898,2.5596176
48.9011861,2.2153575
48.8198430,2.2285860
43.7119110,1.3957079
48.5745064,7.7257497
45.4382288,4.3903490
49.7721557,4.7184480
48.5840890,7.7422930
50.8395361,4.3401303
50.8715046,4.3820889
50.8511945,4.3532309
50.8393938,4.3400977
50.4288028,4.4356033
50.4673246,4.1970975
50.6317053,5.5845281
49.2756764,2.4648937
48.5615696,7.7523870
48.5600921,7.7453867
48.5771014,7.7679646
48.5734473,7.7609567
48.5830168,7.7471474
48.5844178,7.7365858
48.5291812,7.7314095
48.5862759,7.7425808
48.5768368,7.8125935
48.6032175,7.7577658
48.6047319,7.7052801
48.5870114,7.7018133
48.6516920,7.7299286
48.8277952,7.7579161
49.0231639,1.1502163
49.0269539,1.1498965
49.0222595,1.1493888
50.4099046,4.4379602
50.6804991,3.1238626
50.5640966,3.8886777
48.3800084,-4.5341819
48.4133864,-4.4789441
48.4175987,-4.4383873
48.4462049,-4.2667193
48.4961768,-2.7255485
48.1346088,-1.6929178
47.9767710,-4.0935720
47.2235300,-1.6315120
48.0476970,0.1702170
47.3386312,0.7049455
48.8290580,2.3275790
48.8950942,2.3876391
49.0153406,2.0916191
45.4130412,4.4011129
48.3863650,-4.4889881
48.4293961,-4.5716015
48.4487133,-4.1594740
48.3887161,-4.5260372
48.3843063,-4.5016398
48.3815488,-4.4881334
48.3852923,-4.4934125
48.3819625,-4.4897361
48.5773048,7.7698164
48.5813370,7.7706235
48.5774767,7.7522777
48.5735180,7.7601595
48.5772590,7.7703542
48.5801164,7.7563031
48.5831265,7.7542651
48.5640888,7.7685283
48.5541142,7.7664299
48.5142550,7.6441649
48.6002411,7.7117501
48.6461939,7.7219610
48.5839350,7.7411454
48.6426128,2.5518117
28.0927094,-16.6873983
45.5661590,5.9309320
51.8116667,-0.0322222
45.9924069,4.7437653
45.9935340,4.7426828
45.9966369,4.7348409
45.9913902,4.7386984
43.6753447,1.1536356
45.9860316,4.7589414
47.8473565,1.8010950
47.8312561,1.7706373
47.8874399,1.8400563
47.8644290,1.8316230
47.8810967,1.8665823
47.8668112,1.8268777
47.8820172,1.8697487
47.8453130,1.7976697
43.2975432,2.6793578
43.3146601,2.6364720
43.2702466,2.7149621
43.3147324,2.6636190
46.0021983,4.7504590
52.2271606,21.0111021
43.9648584,1.2456699
45.8222473,4.9534803
45.7787562,3.0826121
45.7701266,3.2388763
45.7719637,3.0936057
45.7676029,3.1294316
45.7814675,3.0882723
45.7486890,3.0955804
45.7272484,3.1891007
45.7650211,3.1093695
45.7681510,3.0878213
45.7744743,3.0820965
48.8667793,2.3298947
43.6140253,1.0807587
48.8678522,2.3332982
48.8656600,2.3278400
48.6840550,2.2078790
48.7748750,2.4408650
48.7824620,2.5687620
48.7955510,2.4120040
48.8346560,2.5478870
48.7110940,2.5812010
48.8607950,2.5413740
48.8796262,2.4992933
48.6310150,2.4912190
48.9046080,2.4755240
48.7154787,2.2990450
48.6707960,2.2779780
48.5880020,2.3062090
48.6496600,2.2709240
43.2952334,5.4846983
46.6714513,4.3610817
45.7734951,3.0802780
50.3626459,3.5196155
50.3909080,3.4859611
